id	mac	ip	hub_token	is_deleted	created_at	updated_at
329	5e:cf:7f:13:5b:d3	1.52.230.223	724429afac1bb015	1	2017-01-11 15:10:08	2017-01-11 15:10:38
330	5e:cf:7f:13:5b:d3	1.52.230.223	724429afac1bb016	1	2017-01-11 15:10:32	2017-01-11 15:13:02
331	NULL	NULL	724429afac1bb017	0	2017-01-11 15:12:24	2017-01-11 15:12:24
332	5e:cf:7f:13:5b:d3	1.52.230.223	724429afac1bb018	1	2017-01-11 15:12:42	2017-01-11 15:13:28
333	5e:cf:7f:13:5b:d3	1.52.230.223	724429afac1bb019	1	2017-01-11 15:13:16	2017-01-11 15:26:47
334	NULL	NULL	724429afac1bb020	0	2017-01-11 15:19:45	2017-01-11 15:19:45
335	NULL	NULL	724429afac1bb018	0	2017-01-11 15:19:58	2017-01-11 15:19:58
336	5e:cf:7f:13:5b:d3	1.52.230.223	3224843fced1148e	1	2017-01-11 15:26:20	2017-01-12 01:21:46
337	NULL	NULL	33b8cddcd1daeb1a	0	2017-01-11 15:30:32	2017-01-11 15:30:32
338	NULL	NULL	999d41513ccafcea	0	2017-01-11 15:34:04	2017-01-11 15:34:04
339	5c:cf:7f:13:5b:d3	1.52.230.223	24b9cd6c6808d3b9	1	2017-01-11 15:47:54	2017-01-12 01:05:45
340	5c:cf:7f:13:5b:d3	1.52.230.223	0e84850df1488ad8	1	2017-01-12 01:04:26	2017-01-12 01:07:26
341	5c:cf:7f:13:5b:d3	1.52.230.223	97fb57533c31b2f1	1	2017-01-12 01:06:59	2017-01-12 04:21:54
342	5e:cf:7f:13:5b:d3	115.72.31.164	51b1e9c4beb92162	1	2017-01-12 01:21:20	2017-01-12 08:24:58
343	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:04	2017-01-12 04:03:04
344	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:05	2017-01-12 04:03:05
345	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:05	2017-01-12 04:03:05
346	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:05	2017-01-12 04:03:05
347	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:05	2017-01-12 04:03:05
348	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:04	2017-01-12 04:03:04
349	NULL	NULL	e4b6534cd44b53cd	0	2017-01-12 04:03:05	2017-01-12 04:03:05
350	NULL	NULL	c2f49c6f895ebf4c	0	2017-01-12 04:04:44	2017-01-12 04:04:44
351	NULL	NULL	d8f6e0ba90b92d76	0	2017-01-12 04:07:26	2017-01-12 04:07:26
352	5c:cf:7f:13:5b:d3	1.52.230.223	2b50c1f7c28eb809	1	2017-01-12 04:21:30	2017-01-12 04:24:03
353	5c:cf:7f:13:5b:d3	1.52.230.223	7013ab5c356bf073	1	2017-01-12 04:23:38	2017-01-12 04:58:32
354	5c:cf:7f:13:5b:d3	1.52.230.223	33e0b10f45184c50	1	2017-01-12 04:58:08	2017-01-12 07:34:16
355	NULL	NULL	c853f1145025b2fc	0	2017-01-12 06:49:50	2017-01-12 06:49:50
356	NULL	NULL	c67fbfac72a64e90	0	2017-01-12 07:10:19	2017-01-12 07:10:19
357	NULL	NULL	9114bbe69bc6283c	0	2017-01-12 07:15:33	2017-01-12 07:15:33
358	5c:cf:7f:13:5b:d3	118.107.96.5	001773cc71b2b446	1	2017-01-12 07:33:50	2017-01-12 08:19:39
359	NULL	NULL	eae319bc4629c71a	0	2017-01-12 07:39:25	2017-01-12 07:39:25
360	NULL	NULL	7e4eba2685bbea5d	0	2017-01-12 07:42:36	2017-01-12 07:42:36
361	5c:cf:7f:13:5b:d3	118.107.96.5	0eebdd8d54e04277	1	2017-01-12 08:19:13	2017-01-12 11:31:52
362	5e:cf:7f:13:5b:d3	118.107.96.5	b5db6eab1879f856	1	2017-01-12 08:24:32	2017-01-12 08:31:45
363	5e:cf:7f:13:5b:d3	118.107.96.5	a38db303fe650f81	1	2017-01-12 08:31:19	2017-01-17 11:19:40
364	5c:cf:7f:c3:8e:18	118.107.96.5	a0d9395521a9566e	1	2017-01-12 08:37:06	2017-01-13 03:02:54
365	5c:cf:7f:13:5b:d3	42.117.126.132	99bf3988a261a6e4	1	2017-01-12 11:31:24	2017-01-17 11:50:27
366	NULL	NULL	703c0902e0fd4742	0	2017-01-12 16:54:14	2017-01-12 16:54:14
367	5c:cf:7f:c3:8e:18	118.107.96.5	576a230c9a87f240	1	2017-01-13 03:02:43	2017-02-11 08:46:45
368	NULL	NULL	5b77c176b8efb399	0	2017-01-13 03:41:42	2017-01-13 03:41:42
369	NULL	NULL	88abf5a251ea79c3	0	2017-01-17 02:43:44	2017-01-17 02:43:44
370	NULL	NULL	e7d860cc63507c3a	0	2017-01-17 03:01:15	2017-01-17 03:01:15
371	NULL	NULL	604afd6a598158ea	0	2017-01-17 03:31:39	2017-01-17 03:31:39
372	5e:cf:7f:13:5b:d3	42.117.126.132	5a7288dc3b859f34	1	2017-01-17 11:19:15	2017-01-21 02:57:32
373	5c:cf:7f:13:5b:d3	42.117.126.132	ba888c2e94a2f381	1	2017-01-17 11:50:00	2017-01-18 04:48:33
374	5c:cf:7f:13:5b:d3	42.117.126.132	ca0ac0beabe218ae	1	2017-01-18 04:48:27	2017-01-18 08:52:19
375	NULL	NULL	ca0ac0beabe218ae	0	2017-01-18 04:48:27	2017-01-18 04:48:27
376	NULL	NULL	ca0ac0beabe218ae	0	2017-01-18 04:48:27	2017-01-18 04:48:27
377	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
378	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
379	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
380	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
381	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
382	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
383	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
384	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
385	NULL	NULL	a1071a45fbfac300	0	2017-01-18 05:41:28	2017-01-18 05:41:28
386	ab:cd:ef:ab:cd:ef	27.75.239.179	12345678912345md	1	2017-01-18 05:42:38	2017-01-18 05:46:34
387	ab:cd:ef:ab:cd:ef	42.117.126.132	12345678912345mj	1	2017-01-18 05:44:41	2017-01-18 06:02:40
388	NULL	NULL	9721ec20c1121af1	0	2017-01-18 05:45:50	2017-01-18 05:45:50
389	NULL	NULL	9721ec20c1121af1	0	2017-01-18 05:45:43	2017-01-18 05:45:43
390	NULL	NULL	9721ec20c1121af1	0	2017-01-18 05:45:50	2017-01-18 05:45:50
391	NULL	NULL	9721ec20c1121af1	0	2017-01-18 05:45:43	2017-01-18 05:45:43
392	NULL	NULL	9721ec20c1121af1	0	2017-01-18 05:45:52	2017-01-18 05:45:52
393	NULL	NULL	12345678912345mk	0	2017-01-18 05:48:52	2017-01-18 05:48:52
394	NULL	NULL	12345678912345mk	0	2017-01-18 05:48:52	2017-01-18 05:48:52
395	5e:cf:7f:c3:6f:f3	42.117.126.132	5e936d76bfbda5e1	1	2017-01-18 06:00:00	2017-01-18 07:00:18
396	ab:cd:ef:ab:cd:ef	42.117.126.132	12345678912345lf	1	2017-01-18 06:02:15	2017-02-07 09:33:32
397	5e:cf:7f:c3:6f:f3	42.117.126.132	7eb03d433fb6e798	1	2017-01-18 06:59:51	2017-01-18 07:09:29
398	5e:cf:7f:c3:6f:f3	42.117.126.132	106a3f29b4f4ae13	1	2017-01-18 07:09:04	2017-01-18 10:29:52
399	5c:cf:7f:c3:6f:f3	42.117.126.132	37b9eaf2c30abf67	1	2017-01-18 08:23:41	2017-01-18 10:06:01
400	NULL	NULL	5104effbc3cb1632	0	2017-01-18 08:46:54	2017-01-18 08:46:54
401	5c:cf:7f:13:5b:d3	42.117.126.132	1f31ae7ca2254605	1	2017-01-18 08:51:54	2017-01-19 10:13:46
402	5c:cf:7f:c3:6f:f3	42.117.126.132	9fef3ba36105e49c	1	2017-01-18 10:05:39	2017-01-20 06:14:25
403	5e:cf:7f:c3:6f:f3	42.117.126.132	e08dc4b46a6cd1da	1	2017-01-18 10:29:29	2017-01-20 09:59:41
404	NULL	NULL	123456789dd345ks	0	2017-01-19 09:57:49	2017-01-19 09:57:49
405	5c:cf:7f:13:5b:d3	42.117.126.132	c4a0201cb3080f9c	1	2017-01-19 10:13:21	2017-01-19 10:36:33
406	5c:cf:7f:13:5b:d3	42.117.126.132	08c974a5aaacaac0	1	2017-01-19 10:36:13	2017-01-19 10:43:29
407	5c:cf:7f:13:5b:d3	42.117.126.132	0c15eb4b33c6e24a	1	2017-01-19 10:43:09	2017-01-20 09:48:54
408	5c:cf:7f:c3:6f:f3	42.117.126.132	2053bbfebafac058	1	2017-01-20 06:14:01	2017-01-20 10:49:20
409	5e:cf:7f:c4:40:25	42.117.126.132	c72fa6105fe1ac01	0	2017-01-20 07:15:02	2017-01-20 07:15:19
410	5c:cf:7f:13:5b:d3	42.117.126.132	2c9170e892da4ddb	1	2017-01-20 09:48:29	2017-01-21 06:23:03
411	5e:cf:7f:c3:6f:f3	42.117.126.132	5f457cf3353f8bc0	0	2017-01-20 09:59:37	2017-01-20 09:59:41
412	5c:cf:7f:c3:6f:f3	42.117.126.132	f74452b6a19e8f22	1	2017-01-20 10:48:53	2017-01-22 12:14:14
413	NULL	NULL	475f1a193db0f873	0	2017-01-20 14:15:57	2017-01-20 14:15:57
414	NULL	NULL	691800faa5b3721b	0	2017-01-20 15:16:39	2017-01-20 15:16:39
415	NULL	NULL	12345678912345wf	0	2017-01-21 02:41:16	2017-01-21 02:41:16
416	NULL	NULL	12345678912345wg	0	2017-01-21 02:41:58	2017-01-21 02:41:58
417	5e:cf:7f:13:5b:d3	1.53.255.207	6c98481a7335d107	1	2017-01-21 02:57:07	2017-02-14 20:42:21
418	NULL	NULL	1eb6da19fd13485e	0	2017-01-21 05:26:46	2017-01-21 05:26:46
419	NULL	NULL	c4e6673ca064b30b	0	2017-01-21 05:36:09	2017-01-21 05:36:09
420	5c:cf:7f:13:5b:d3	1.53.255.207	102748cf47353e02	1	2017-01-21 06:22:38	2017-01-21 06:46:30
421	NULL	NULL	63bd81fa50950a9f	0	2017-01-21 06:24:18	2017-01-21 06:24:18
422	NULL	NULL	488852908ccc5fab	0	2017-01-21 06:32:57	2017-01-21 06:32:57
423	NULL	NULL	bcf52c89ab67a286	0	2017-01-21 06:40:41	2017-01-21 06:40:41
424	5c:cf:7f:13:5b:d3	58.186.173.65	d4ab128ae8a8d08c	1	2017-01-21 06:46:05	2017-02-08 09:33:33
425	NULL	NULL	2e85ecbc036df7ba	0	2017-01-21 07:50:50	2017-01-21 07:50:50
426	60:01:94:0d:ab:fb	1.53.255.207	236603697e6a631d	1	2017-01-21 07:53:48	2017-01-21 08:02:14
427	60:01:94:0d:ab:fb	1.53.255.207	2778bde0ebba1185	1	2017-01-21 08:01:45	2017-01-21 08:06:03
428	60:01:94:0d:ab:fb	1.53.255.207	bed7d18f68013c51	1	2017-01-21 08:05:32	2017-01-21 08:08:17
429	60:01:94:0d:ab:fb	1.53.255.207	9775c22364f002c2	1	2017-01-21 08:07:58	2017-01-21 08:09:47
430	60:01:94:0d:ab:fb	1.53.255.207	2778bde0ebba1185	1	2017-01-21 08:09:29	2017-01-21 08:11:39
431	60:01:94:0d:ab:fb	1.53.255.207	3687306156ec620f	1	2017-01-21 08:11:07	2017-01-21 08:14:58
432	60:01:94:0d:ab:fb	1.53.255.207	6372963d32ac6dd5	1	2017-01-21 08:14:27	2017-01-21 08:19:18
433	60:01:94:0d:ab:fb	1.53.255.207	559dc95083537766	1	2017-01-21 08:18:47	2017-01-21 08:21:42
434	60:01:94:0d:ab:fb	1.53.255.207	6372963d32ac6dd5	1	2017-01-21 08:21:25	2017-01-21 08:41:23
435	60:01:94:0d:ab:fb	1.53.255.207	3c677720ef6dc2c4	1	2017-01-21 08:40:52	2017-02-18 09:02:14
436	5c:cf:7f:c3:6f:f3	171.233.118.233	8452f8f872ef3ca8	1	2017-01-22 12:13:50	2017-01-23 08:51:24
437	NULL	NULL	f20f7088c826980a	0	2017-01-23 08:24:16	2017-01-23 08:24:16
438	NULL	NULL	9ac6e0fafcbb03ab	0	2017-01-23 08:41:51	2017-01-23 08:41:51
439	5c:cf:7f:c3:6f:f3	116.106.106.236	20aaf90f47d10ee6	0	2017-01-23 08:51:00	2017-02-09 00:33:50
440	NULL	NULL	5068a2bc04f2f3b1	0	2017-02-05 07:14:29	2017-02-05 07:14:29
441	NULL	NULL	70b36e3f1543cf02	0	2017-02-05 07:32:18	2017-02-05 07:32:18
442	NULL	NULL	14d5c403e7f9d4e7	0	2017-02-06 03:17:52	2017-02-06 03:17:52
443	ab:cd:ef:ab:cd:ef	66.102.7.224	1234567891234567	1	2017-02-07 04:15:22	2017-02-11 04:58:14
444	NULL	NULL	12345678hj234567	0	2017-02-07 05:39:31	2017-02-07 05:39:31
445	NULL	NULL	12345678kh234567	0	2017-02-07 10:36:41	2017-02-07 10:36:41
446	NULL	NULL	1234s678kh234567	0	2017-02-07 10:37:07	2017-02-07 10:37:07
447	NULL	NULL	258575dcc723b28a	0	2017-02-08 03:11:03	2017-02-08 03:11:03
448	NULL	NULL	7792d9e76d801b5f	0	2017-02-08 04:18:00	2017-02-08 04:18:00
449	NULL	NULL	85c9b9ab81be9bda	0	2017-02-08 04:29:09	2017-02-08 04:29:09
450	NULL	NULL	a1bcfc11de123ea0	0	2017-02-08 04:41:49	2017-02-08 04:41:49
451	5c:cf:7f:13:5b:d3	58.186.173.65	619a7c9b644dc77f	1	2017-02-08 09:33:08	2017-02-10 04:27:03
452	NULL	NULL	d6d56f1e31dd2ce8	0	2017-02-10 03:44:21	2017-02-10 03:44:21
453	5c:cf:7f:13:5b:d3	118.68.84.70	e2e33bf4c7914c6f	1	2017-02-10 04:26:36	2017-02-11 11:58:17
454	NULL	NULL	c29d27355f3009ab	0	2017-02-10 07:33:36	2017-02-10 07:33:36
455	NULL	NULL	634c8dfcb027d847	0	2017-02-11 03:11:47	2017-02-11 03:11:47
456	NULL	NULL	c22e1e3a78e7ddda	0	2017-02-11 03:50:11	2017-02-11 03:50:11
457	NULL	NULL	e54b4a671afe11aa	0	2017-02-11 04:39:11	2017-02-11 04:39:11
458	NULL	NULL	12345678912345fg	0	2017-02-11 04:54:40	2017-02-11 04:54:40
459	ab:cd:ef:ab:cd:ef	118.107.96.9	1234567891234mng	1	2017-02-11 04:57:48	2017-02-12 07:26:15
460	5e:cf:7f:c3:8e:18	118.107.96.9	62e9afe142434a28	1	2017-02-11 05:08:15	2017-02-17 11:32:11
461	5c:cf:7f:c4:40:25	14.169.29.32	b5040b90c43bc706	1	2017-02-11 05:45:34	2017-02-11 08:40:22
462	5c:cf:7f:c4:40:25	14.169.29.32	5855cf4d3b0ea3de	0	2017-02-11 08:40:09	2017-02-11 08:40:22
463	5c:cf:7f:c3:8e:18	118.107.96.9	2fe58ca41e114e3c	1	2017-02-11 08:46:18	2017-02-11 08:52:33
464	5c:cf:7f:c3:8e:18	118.107.96.9	e6276ee99ba2a1ca	1	2017-02-11 08:52:23	2017-02-16 16:02:14
465	5c:cf:7f:13:5b:d3	118.68.17.59	e0aa5ef70bef746a	1	2017-02-11 11:57:53	2017-02-15 15:52:42
466	ab:cd:ef:ab:cd:ef	66.102.7.226	1234567891234567	1	2017-02-12 07:26:15	2017-02-12 15:42:42
467	ab:cd:ef:ab:cd:ef	27.75.238.63	12345678s1234567	1	2017-02-12 15:42:30	2017-02-14 09:00:53
468	ab:cd:ef:ab:cd:ef	66.102.7.226	1234567891234567	0	2017-02-13 10:27:38	2017-02-14 09:00:53
469	5e:cf:7f:13:5b:d3	118.68.17.59	a29e929d6333e331	1	2017-02-14 20:41:51	2017-02-14 20:49:28
470	5e:cf:7f:13:5b:d3	118.68.17.59	cbe094a430e93a08	1	2017-02-14 20:49:07	2017-02-14 21:07:10
471	5e:cf:7f:13:5b:d3	118.68.17.59	1929650525dd1086	1	2017-02-14 21:06:39	2017-02-14 21:10:28
472	5e:cf:7f:13:5b:d3	118.68.17.59	5677bf3cc0fe75d5	1	2017-02-14 21:09:57	2017-02-14 21:17:24
473	5e:cf:7f:13:5b:d3	118.68.17.59	13f651938056a919	1	2017-02-14 21:17:06	2017-02-14 21:22:55
474	5e:cf:7f:13:5b:d3	118.68.17.59	b5537e8cb0912959	1	2017-02-14 21:22:25	2017-02-14 21:25:39
475	5e:cf:7f:13:5b:d3	118.68.17.59	f16f6d43291d8b3b	1	2017-02-14 21:25:21	2017-02-14 21:32:54
476	5e:cf:7f:13:5b:d3	118.68.17.59	f01de48b67acd9f5	0	2017-02-14 21:32:23	2017-02-14 21:32:54
477	NULL	NULL	123456789dd345ss	0	2017-02-14 21:35:58	2017-02-14 21:35:58
478	NULL	NULL	5330aa1c16477eef	0	2017-02-15 10:12:08	2017-02-15 10:12:08
479	NULL	NULL	a7130b318addba95	0	2017-02-15 13:53:26	2017-02-15 13:53:26
480	5c:cf:7f:13:5b:d3	58.186.187.26	1343752b5cf2172f	1	2017-02-15 15:52:24	2017-02-16 09:05:24
481	NULL	NULL	6be6478f7f0be417	0	2017-02-15 19:41:44	2017-02-15 19:41:44
482	5c:cf:7f:13:5b:d3	58.186.187.26	99b60670661165c2	0	2017-02-16 09:04:59	2017-02-16 09:05:24
483	NULL	NULL	997872177bc2b67c	0	2017-02-16 14:34:32	2017-02-16 14:34:32
484	5c:cf:7f:c3:8e:18	118.107.96.9	80cf548cc2d889ff	0	2017-02-16 16:01:54	2017-02-16 16:02:14
485	5e:cf:7f:c3:8e:18	118.107.96.9	acfcfbbaf73ee307	0	2017-02-17 11:31:53	2017-02-17 11:32:11
486	60:01:94:0d:ab:fb	113.22.149.202	11c627151d564fbd	0	2017-02-18 09:01:47	2017-02-18 09:02:14
487	NULL	NULL	073274f428352419	0	2017-02-18 18:04:43	2017-02-18 18:04:43
488	NULL	NULL	3b33a841fe237376	0	2017-02-18 18:17:03	2017-02-18 18:17:03
